item_name,item_price,item_year,item_miles,item_make,item_location
1994 Honda Magna,"$2,400.00 ",Year: 1994,"Miles: 2,339",Make: Honda,
2000 Indian,"$24,900.00 ",Year: 2000,"Miles: 6,046",Make: Indian,
1975 Yamaha Other,"$1,500.00 ",Year: 1975,"Miles: 5,106",Make: Yamaha,
1972 Yamaha CT2,"$3,500.00 ",Year: 1972,"Miles: 5,457",Make: Yamaha,
2015 Yamaha YZF R1,"$13,500.00 ",Year: 2015,"Miles: 5,459",Make: Yamaha,
1973 Suzuki ON/OFF ENDURO BLAZER,"$2,995.00 ",Year: 1973,"Miles: 1,500",Make: Suzuki,
2020 KAWASAKI Z650 ABS,"$7,998.00 ",Year: 2020,"Miles: 6,300",Make: Kawasaki,
2018 Suzuki GSX 250R 250,"$4,099.00 ",Year: 2018,"Miles: 5,631",Make: Suzuki,
Honda: CB,$0.78 ,Year: 1981,"Miles: 25,000",Make: Honda,from Canada
2019 Harley-Davidson Sportster,"$8,000.00 ",Year: 2019,"Miles: 2,335",Make: Harley-Davidson,
Harley-Davidson: FLRT Freewheeler,"$12,393.38 ",Year: 2021,Miles: 91,Make: Harley-Davidson,
1986 Husqvarna Scrambler,"$8,100.00 ",Year: 1986,"Miles: 1,234,567",Make: Husqvarna,
2009 Other Makes,"$3,600.00 ",Year: 2009,"Miles: 1,802",Make: Other Makes,
1983 BMW R-Series,"$4,200.00 ",Year: 1983,"Miles: 42,700",Make: BMW,
2020 BMW K-Series,"$20,087.00 ",Year: 2020,Miles: 474,Make: BMW,
2014 KTM 690,"$4,000.00 ",Year: 2014,"Miles: 23,300",Make: KTM,
2007 BMW R 1200 RT,"$3,050.00 ",Year: 2007,"Miles: 113,773",Make: BMW,
2018 Harley-Davidson Touring,"$7,850.00 ",Year: 2018,"Miles: 62,902",Make: Harley-Davidson,
1989 Harley-Davidson Electra glide classic,"$4,101.00 ",Year: 1989,"Miles: 18,000",Make: Harley-Davidson,
2017 Kawasaki Ninja,"$5,900.00 ",Year: 2017,"Miles: 4,105",Make: Kawasaki,
2014 Triumph Street Triple,"$4,750.00 ",Year: 2014,"Miles: 6,254",Make: Triumph,
1968 Honda CT 90 Honda,"$1,800.00 ",Year: 1968,"Miles: 4,636",Make: Honda,
2020 Ducati Other,"$15,000.00 ",Year: 2020,"Miles: 22,000",Make: Ducati,
1940 Indian Four,"$75,000.00 ",Year: 1940,Miles: 0,Make: Indian,
2007 Ducati Monster,"$6,500.00 ",Year: 2007,"Miles: 8,733",Make: Ducati,
1968 BMW R-Series,"$12,500.00 ",Year: 1968,"Miles: 8,640",Make: BMW,
2009 Suzuki DR-Z 400SM,"$1,647.00 ",Year: 2009,"Miles: 11,972",Make: Suzuki,
1975 Harley-Davidson Other,"$15,300.00 ",Year: 1975,"Miles: 18,059",Make: Harley-Davidson,
1990 Suzuki GSX-R,"$1,777.00 ",Year: 1990,"Miles: 27,002",Make: Suzuki,
2010 Kawasaki KLR,"$4,200.00 ",Year: 2010,"Miles: 2,024",Make: Kawasaki,
2004 Harley-Davidson Street,"$6,500.00 ",Year: 2004,"Miles: 12,000",Make: Harley-Davidson,
2002 Harley-Davidson Softail Heritage Classic Custom Numbered Factory Paint Se,"$4,900.00 ",Year: 2002,"Miles: 49,879",Make: Harley-Davidson,
1974 Honda CL360,"$3,199.00 ",Year: 1974,"Miles: 10,208",Make: Honda,
2006 Suzuki Burgman 650,"$1,250.00 ",Year: 2006,"Miles: 75,657",Make: Suzuki,
1972 Honda CB500,"$4,000.00 ",Year: 1972,"Miles: 12,273",Make: Honda,
1982 Kawasaki KZ 750,$653.00 ,Year: 1982,"Miles: 3,200",Make: Kawasaki,
1984 Yamaha FJ1100,"$3,499.00 ",Year: 1984,"Miles: 23,271",Make: Yamaha,
1970 Triumph 650 Tiger TR6R,"$8,999.00 ",Year: 1970,"Miles: 4,973",Make: Triumph,
2015 Harley-Davidson Touring,"$17,600.00 ",Year: 2015,"Miles: 8,500",Make: Harley-Davidson,
2021 Kawasaki Ninja® 400 ABS Passion Red,"$5,995.00 ",Year: 2021,Miles: 0,Make: Kawasaki,
2008 Yamaha WR 250F,"$3,885.00 ",Year: 2008,Miles: 0,Make: Yamaha,
2011 Harley-Davidson VRSCDX NIGHTROD SPECIAL,"$11,999.00 ",Year: 2011,"Miles: 13,548",Make: Harley-Davidson,
1999 Ducati Supersport,"$3,600.00 ",Year: 1999,"Miles: 19,649",Make: Ducati,
1973 Harley-Davidson Sportster,"$3,750.00 ",Year: 1973,"Miles: 12,345",Make: Harley-Davidson,
1985 Suzuki GS 1150,"$5,995.00 ",Year: 1985,"Miles: 20,788",Make: Suzuki,
2014 Kawasaki Ninja,"$5,000.00 ",Year: 2014,Miles: 135,Make: Kawasaki,
1968 Honda CL,"$2,900.00 ",Year: 1968,"Miles: 14,226",Make: Honda,
2009 Can-Am Spyder SE5,"$6,999.00 ",Year: 2009,"Miles: 11,575",Make: Can-Am,
2014 Harley-Davidson Touring,"$14,850.00 ",Year: 2014,"Miles: 10,852",Make: Harley-Davidson,
1970 Triumph Tiger,"$4,250.00 ",Year: 1970,"Miles: 5,079",Make: Triumph,
2006 Triumph Rocket III,"$3,000.00 ",Year: 2006,"Miles: 26,587",Make: Triumph,
2008 Harley-Davidson Touring,"$12,700.00 ",Year: 2008,"Miles: 17,924",Make: Harley-Davidson,
2011 Harley-Davidson Sportster,"$6,900.00 ",Year: 2011,"Miles: 9,793",Make: Harley-Davidson,
1967 BSA Royal Star,"$7,000.00 ",Year: 1967,Miles: 114,Make: BSA,
1934 Harley-Davidson VLD,$909.00 ,Year: 1934,"Miles: 999,999",Make: Harley-Davidson,
1976 Kawasaki Other kz 900,"$3,550.00 ",Year: 1976,"Miles: 21,681",Make: Kawasaki,
2019 Kawasaki Vulcan Voyager 1700 cc,"$15,500.00 ",Year: 2019,"Miles: 1,671",Make: Kawasaki,
2008 Harley-Davidson Dyna low,"$8,000.00 ",Year: 2008,"Miles: 15,000",Make: Harley-Davidson,
2015 Honda Rebel,"$2,300.00 ",Year: 2015,"Miles: 2,248",Make: Honda,
1973 BMW R-Series,"$5,500.00 ",Year: 1973,"Miles: 32,000",Make: BMW,
2007 Honda Shadow Spirit 750,"$2,950.00 ",Year: 2007,"Miles: 12,070",Make: Honda,
1972 Yamaha Other,"$5,500.00 ",Year: 1972,"Miles: 1,353",Make: Yamaha,
1946 Other Makes Famous James,"$2,699.00 ",Year: 1946,Miles: 0,Make: Other Makes,
1981 Kawasaki GPZ 550,"$5,000.00 ",Year: 1981,"Miles: 8,565",Make: Kawasaki,
2010 Harley-Davidson Touring,"$8,100.00 ",Year: 2010,"Miles: 48,000",Make: Harley-Davidson,
2009 Touring,"$8,050.00 ",Year: 2009,"Miles: 16,400",Make: Harley-Davidson,
2012 Ducati Monster,"$7,200.00 ",Year: 2012,"Miles: 2,946",Make: Ducati,
1971 Yamaha DT1 ENDURO,"$6,650.00 ",Year: 1971,"Miles: 1,761",Make: Yamaha,
1989 Honda Other,"$6,950.00 ",Year: 1989,"Miles: 15,659",Make: Honda,
1970 BSA Thunderbolt,"$6,500.00 ",Year: 1970,"Miles: 9,800",Make: BSA,
2006 Harley-Davidson Softail,"$6,500.00 ",Year: 2006,"Miles: 45,000",Make: Harley-Davidson,
1967 Yamaha YM2,"$2,200.00 ",Year: 1967,"Miles: 3,105",Make: Yamaha,
2006 Honda Shadow 750,"$1,825.00 ",Year: 2006,"Miles: 32,640",Make: Honda,
1972 Norton 750 Commando,"$4,000.00 ",Year: 1972,Miles: 0,Make: Norton,
2020 Harley-Davidson Softail,"$11,995.00 ",Year: 2020,"Miles: 6,000",Make: Harley-Davidson,
2008 Victory Vegas 8 Ball,"$4,600.00 ",Year: 2008,"Miles: 4,424",Make: Victory,
1975 BMW R-Series,"$4,660.00 ",Year: 1975,"Miles: 25,651",Make: BMW,
1973 Kawasaki Other,"$1,725.00 ",Year: 1973,"Miles: 11,900",Make: Kawasaki,
2020 Honda Gold Wing,"$40,000.00 ",Year: 2020,"Miles: 2,012",Make: Honda,
2007 Moto Guzzi Norge,"$4,700.00 ",Year: 2007,"Miles: 27,403",Make: Moto Guzzi,
1963 Harley-Davidson Other,"$22,500.00 ",Year: 1963,"Miles: 23,356",Make: Harley-Davidson,
1985 Honda 250SX,$800.00 ,Year: 1985,Miles: 300,Make: Honda,
2016 DUCATI 1299S,"$17,999.00 ",Year: 2016,"Miles: 1,381",Make: Ducati,
1977 Honda CT,"$3,051.00 ",Year: 1977,"Miles: 4,481",Make: Honda,
KTM: Adventure,$31.16 ,Year: 2020,Miles: 1,Make: KTM,from Canada
2014 Suzuki Hayabusa,"$12,000.00 ",Year: 2014,"Miles: 13,250",Make: Suzuki,
2021 Yamaha YZ,"$4,850.00 ",Year: 2021,Miles: 0,Make: Yamaha,
2022 Kawasaki KLX 140R L,"$3,989.00 ",Year: 2022,Miles: 0,Make: Kawasaki,
1995 Honda CT,"$3,100.00 ",Year: 1995,"Miles: 1,813",Make: Honda,
1980 Harley-Davidson Sportster 1000,"$6,500.00 ",Year: 1980,"Miles: 2,500",Make: Harley-Davidson,
2004 Yamaha FJR1300 W/ABS,"$3,885.00 ",Year: 2004,"Miles: 41,773",Make: Yamaha,
2005 Harley-Davidson Sportster 883,"$2,800.00 ",Year: 2005,"Miles: 40,000",Make: Harley-Davidson,
1964 BMW R-Series,"$7,399.00 ",Year: 1964,"Miles: 31,234",Make: BMW,
2008 Harley-Davidson V-ROD,"$9,800.00 ",Year: 2008,"Miles: 5,665",Make: Harley-Davidson,
1970 Honda Other,"$5,881.00 ",Year: 1970,Miles: 0,Make: Honda,
2004 Honda CRF,"$4,151.00 ",Year: 2004,Miles: 50,Make: Honda,
2006 Harley-Davidson Touring,"$11,200.00 ",Year: 2006,"Miles: 34,456",Make: Harley-Davidson,
1982 Honda GL500,"$1,550.00 ",Year: 1982,"Miles: 7,425",Make: Honda,
2001 Indian,"$6,950.00 ",Year: 2001,"Miles: 21,200",Make: Indian,
1972 Yamaha DT1 ENDURO,"$2,600.00 ",Year: 1972,"Miles: 4,013",Make: Yamaha,
1975 Honda CB,"$2,950.00 ",Year: 1975,"Miles: 14,587",Make: Honda,
2008 Honda Gold Wing,"$5,900.00 ",Year: 2008,"Miles: 80,000",Make: Honda,
2006 Harley-Davidson Softail,"$13,900.00 ",Year: 2006,"Miles: 9,680",Make: Harley-Davidson,
1998 Harley-Davidson Softail,"$10,500.00 ",Year: 1998,"Miles: 16,000",Make: Harley-Davidson,
1979 Honda CB,"$4,955.00 ",Year: 1979,Miles: 155,Make: Honda,
1970 Honda CT,"$4,050.00 ",Year: 1970,"Miles: 1,645",Make: Honda,
2014 Honda CRF,"$1,800.00 ",Year: 2014,Miles: 100,Make: Honda,
1993 Harley-Davidson Softail,"$4,550.00 ",Year: 1993,Miles: 765,Make: Harley-Davidson,
1999 Harley-Davidson Sportster,"$2,800.00 ",Year: 1999,"Miles: 4,446",Make: Harley-Davidson,
1995 Honda Pacific Coast PC800,"$2,995.00 ",Year: 1995,"Miles: 22,900",Make: Honda,
2020 Harley-Davidson Touring,"$30,000.00 ",Year: 2020,"Miles: 9,121",Make: Harley-Davidson,
2007 Honda CBR,"$6,955.00 ",Year: 2007,"Miles: 28,000",Make: Honda,
2012 Yamaha YZF,"$2,125.00 ",Year: 2012,"Miles: 17,873",Make: Yamaha,
"2003 Harley-Davidson VRSC V-Rod VRSC VRSCA VROD 100th Anniversary w/ 11,952 M","$7,995.00 ",Year: 2003,"Miles: 11,952",Make: Harley-Davidson,
2007 Harley-Davidson Sportster,"$3,175.00 ",Year: 2007,"Miles: 19,797",Make: Harley-Davidson,
2017 Harley-Davidson Touring Road Glide® Special,"$19,900.00 ",Year: 2017,"Miles: 5,609",Make: Harley-Davidson,
1986 Suzuki Intruder,"$1,411.00 ",Year: 1986,"Miles: 18,554",Make: Suzuki,
1981 Yamaha XS400 Special,$660.00 ,Year: 1981,Miles: 56,Make: Yamaha,
1974 Triumph Bonneville SOLD ON BILL OF SALE,"$2,650.00 ",Year: 1974,Miles: 0,Make: Triumph,
2009 Honda Rebel,"$1,950.00 ",Year: 2009,"Miles: 2,962",Make: Honda,
1998 BMW Other,"$1,025.00 ",Year: 1998,"Miles: 68,616",Make: BMW,
2003 Harley-Davidson FXR,"$4,500.00 ",Year: 2003,"Miles: 9,000",Make: Harley-Davidson,
2014 Harley-Davidson Touring,"$12,700.00 ",Year: 2014,"Miles: 35,974",Make: Harley-Davidson,
1982 Kawasaki KZ750,"$3,000.00 ",Year: 1982,"Miles: 28,683",Make: Kawasaki,
1974 Bultaco Matador,"$1,800.00 ",Year: 1974,"Miles: 1,000",Make: Bultaco,
2007 Harley-Davidson Road King® Classic,"$8,100.00 ",Year: 2007,"Miles: 5,507",Make: Harley-Davidson,
1994 Harley-Davidson FXR,"$5,950.00 ",Year: 1994,"Miles: 87,952",Make: Harley-Davidson,
1998 Honda CR,"$4,950.00 ",Year: 1998,,Make: Honda,
2013 Harley-Davidson Softail,"$10,000.00 ",Year: 2013,"Miles: 22,862",Make: Harley-Davidson,
1974 Husqvarna Wr,"$4,000.00 ",Year: 1974,"Miles: 1,111",Make: Husqvarna,
1982 Kawasaki KDX,"$4,400.00 ",Year: 1982,"Miles: 1,100",Make: Kawasaki,
2017 Yamaha YZF R3 300,"$4,885.00 ",Year: 2017,"Miles: 4,930",Make: Yamaha,
1982 Honda Other,"$1,800.00 ",Year: 1982,Miles: 400,Make: Honda,
2022 X-PRO 125cc Vader Motorcycle,"$1,499.00 ",Year: 2022,Miles: 0,,
1971 Honda CT,"$4,750.00 ",Year: 1971,"Miles: 2,128",Make: Honda,
1973 Harley-Davidson Sportster,"$3,750.00 ",Year: 1973,"Miles: 12,345",Make: Harley-Davidson,
2018 BMW Other,"$6,250.00 ",Year: 2018,Miles: 518,Make: BMW,
2021 Harley-Davidson Street,"$4,050.00 ",Year: 2021,Miles: 700,Make: Harley-Davidson,
1999 Harley-Davidson Other,"$5,256.00 ",Year: 1999,"Miles: 62,000",Make: Harley-Davidson,
1971 Honda CT,"$3,200.00 ",Year: 1971,Miles: 837,Make: Honda,
2007 Harley-Davidson FLHTCU,"$6,500.00 ",Year: 2007,"Miles: 27,336",Make: Harley-Davidson,
1975 Honda CB,$815.00 ,Year: 1975,"Miles: 9,373",Make: Honda,
2010 BMW F800GS,"$5,200.00 ",Year: 2010,"Miles: 14,555",Make: BMW,
2003 Honda Shadow,$927.00 ,Year: 2003,"Miles: 22,135",Make: Honda,
1965 Other Makes BS-90,"$1,900.00 ",Year: 1965,"Miles: 2,709",Make: Other Makes,
1980 Suzuki GS,"$4,450.00 ",Year: 1980,"Miles: 14,474",Make: Suzuki,
2008 Harley-Davidson Touring,"$8,999.00 ",Year: 2008,"Miles: 38,000",Make: Harley-Davidson,
2003 Harley-Davidson V-ROD,"$8,700.00 ",Year: 2003,"Miles: 4,800",Make: Harley-Davidson,
1991 Honda CR250R,"$10,000.00 ",Year: 1991,,Make: Honda,
2004 Harley-Davidson Softail,"$6,000.00 ",Year: 2004,"Miles: 27,120",Make: Harley-Davidson,
1987 Yamaha TW200,"$2,850.00 ",Year: 1987,"Miles: 5,758",Make: Yamaha,
2007 Honda VTX,"$9,499.00 ",Year: 2007,"Miles: 13,886",Make: Honda,
2008 Harley-Davidson ultra classic,"$8,632.00 ",Year: 2008,"Miles: 61,254",Make: Harley-Davidson,
2022 Lifan X-Pect 200cc Dirt Bike,"$2,049.00 ",Year: 2022,Miles: 1,Make: Lifan,
1982 Honda CB,$360.00 ,Year: 1982,"Miles: 31,329",Make: Honda,
1988 Honda Gold Wing,$810.00 ,Year: 1988,"Miles: 102,959",Make: Honda,
1978 Suzuki GS,$820.00 ,Year: 1978,"Miles: 32,214",Make: Suzuki,
2011 Harley-Davidson Softail,"$8,995.00 ",Year: 2011,"Miles: 34,637",Make: Harley-Davidson,
2007 KTM Super Duke 990,"$3,475.00 ",Year: 2007,"Miles: 13,973",Make: KTM,
1974 Honda CB360,"$3,299.00 ",Year: 1974,"Miles: 3,107",Make: Honda,
2003 Harley-Davidson FXR,"$7,500.00 ",Year: 2003,"Miles: 9,000",Make: Harley-Davidson,
1983 BMW R-Series,"$3,300.00 ",Year: 1983,"Miles: 38,000",Make: BMW,
2009 Custom Built Motorcycles Chopper,"$12,300.00 ",Year: 2009,Miles: 670,Make: Custom Built Motorcycles,
1981 Harley-Davidson Sportster,"$1,025.00 ",Year: 1981,Miles: 800,Make: Harley-Davidson,
1997 Harley-Davidson Softail,"$9,500.00 ",Year: 1997,"Miles: 32,651",Make: Harley-Davidson,
2019 Harley-Davidson FXDRS,"$16,000.00 ",Year: 2019,Miles: 859,Make: Harley-Davidson,
1979 Honda CB,$999.00 ,Year: 1979,"Miles: 43,826",Make: Honda,
2007 Kawasaki KLX,"$3,000.00 ",Year: 2007,"Miles: 2,778",Make: Kawasaki,
2022 Lifan KP Master 200 Motorcycle,"$2,849.00 ",Year: 2022,Miles: 1,Make: Lifan,
1985 Honda Magna,$520.00 ,Year: 1985,"Miles: 17,700",Make: Honda,
"2007 Harley-Davidson $58,000 CUSTOM BIG WHEEL BAGGER STREET GLIDE","$24,995.00 ",Year: 2007,"Miles: 31,993",Make: Harley-Davidson,
1969 Benelli,"$2,500.00 ",Year: 1969,"Miles: 3,450",Make: Benelli,
2012 Harley-Davidson Dyna,"$9,900.00 ",Year: 2012,"Miles: 10,500",Make: Harley-Davidson,
1975 Norton Commando,"$12,500.00 ",Year: 1975,"Miles: 36,026",Make: Norton,
1972 Harley-Davidson Sportster,"$3,800.00 ",Year: 1972,"Miles: 23,689",Make: Harley-Davidson,
1990 Honda CR,"$2,800.00 ",Year: 1990,"Miles: 123,456",Make: Honda,
2014 Royal Enfield Bullet,"$9,132.00 ",Year: 2014,"Miles: 10,500",Make: Royal Enfield,
1995 Honda Gold Wing,"$14,850.00 ",Year: 1995,"Miles: 40,258",Make: Honda,
1972 Yamaha CT2 175,"$1,338.00 ",Year: 1972,"Miles: 3,149",Make: Yamaha,
2001 Harley-Davidson FCI,"$9,000.00 ",Year: 2001,"Miles: 4,612",Make: Harley-Davidson,
2004 Ducati Multistrada,$500.00 ,Year: 2004,"Miles: 25,000",Make: Ducati,
1976 Honda CB,"$2,500.00 ",Year: 1976,"Miles: 5,615",Make: Honda,
1994 Honda Gold Wing,"$14,850.00 ",Year: 1994,"Miles: 47,818",Make: Honda,
2012 Kawasaki Concours 14,"$6,600.00 ",Year: 2012,"Miles: 16,269",Make: Kawasaki,
1982 Harley-Davidson Sportster 1000,"$2,499.00 ",Year: 1982,"Miles: 9,349",Make: Harley-Davidson,
1994 Harley-Davidson Softail,"$5,895.00 ",Year: 1994,"Miles: 17,829",Make: Harley-Davidson,
1971 Harley-Davidson Other,"$14,150.00 ",Year: 1971,"Miles: 40,463",Make: Harley-Davidson,
2021 Kawasaki Versys 650 LT,"$8,300.00 ",Year: 2021,"Miles: 1,333",Make: Kawasaki,
2004 Honda Super Hawk 996,"$1,477.00 ",Year: 2004,Miles: 0,Make: Honda,
1971 Other Makes BS-100 TMX,"$2,500.00 ",Year: 1971,"Miles: 1,560",Make: Other Makes,
2003 Honda VTX,"$3,950.00 ",Year: 2003,"Miles: 22,523",Make: Honda,
1987 Suzuki GSX-R,"$3,250.00 ",Year: 1987,Miles: 300,Make: Suzuki,
2020 Yamaha TTR,"$3,650.00 ",Year: 2020,Miles: 0,Make: Yamaha,
1972 Triumph Bonneville,"$3,050.00 ",Year: 1972,"Miles: 12,000",Make: Triumph,
1971 Honda CB,"$3,400.00 ",Year: 1971,Miles: 145,Make: Honda,
2019 Harley-Davidson Touring,"$27,000.00 ",Year: 2019,"Miles: 4,822",Make: Harley-Davidson,
2005 Suzuki Boulevard,"$1,000.00 ",Year: 2005,"Miles: 8,354",Make: Suzuki,
2014 Custom Built Motorcycles Chopper,"$11,000.00 ",Year: 2014,"Miles: 2,000",Make: Custom Built Motorcycles,
2007 Kawasaki ZZR 600,$870.00 ,Year: 2007,"Miles: 57,328",Make: Kawasaki,
2005 Kawasaki Vulcan,"$4,950.00 ",Year: 2005,"Miles: 23,222",Make: Kawasaki,
1985 Honda Nighthawk 700S,"$4,550.00 ",Year: 1985,"Miles: 15,276",Make: Honda,
2005 Harley-Davidson Road King,"$5,900.00 ",Year: 2005,"Miles: 39,004",Make: Harley-Davidson,
1995 Triumph Speed Triple,"$5,600.00 ",Year: 1995,"Miles: 1,948",Make: Triumph,
2012 Harley-Davidson Touring,"$11,900.00 ",Year: 2012,"Miles: 11,807",Make: Harley-Davidson,
2017 Suzuki GSX-R 600,"$6,600.00 ",Year: 2017,"Miles: 2,760",Make: Suzuki,
2003 Harley-Davidson Dyna,"$7,500.00 ",Year: 2003,"Miles: 12,775",Make: Harley-Davidson,
2017 YAMAHA FZ,"$10,594.00 ",Year: 2017,"Miles: 12,499",Make: Yamaha,
1979 Honda CR,"$7,500.00 ",Year: 1979,Miles: 500,Make: Honda,
2004 Harley-Davidson Softail Heritage,"$7,995.00 ",Year: 2004,"Miles: 107,579",Make: Harley-Davidson,
1998 Harley-Davidson Sportster,"$3,500.00 ",Year: 1998,"Miles: 39,436",Make: Harley-Davidson,
1982 Kawasaki KDX,"$4,400.00 ",Year: 1982,"Miles: 1,100",Make: Kawasaki,
1969 Kawasaki H1,"$12,995.00 ",Year: 1969,"Miles: 7,407",Make: Kawasaki,
1990 Harley-Davidson Sportster 1200,"$1,999.00 ",Year: 1990,"Miles: 13,737",Make: Harley-Davidson,
2002 Harley-Davidson Softail,"$4,601.59 ",Year: 2002,"Miles: 3,885",Make: Harley-Davidson,
1980 Harley-Davidson Other,"$4,800.00 ",Year: 1980,"Miles: 32,500",Make: Harley-Davidson,
2020 Yamaha YZF R3,"$4,400.00 ",Year: 2020,"Miles: 3,252",Make: Yamaha,
1983 Kawasaki GPZ 1100,"$1,500.00 ",Year: 1983,"Miles: 36,491",Make: Kawasaki,
1980 BMW R-Series,"$2,775.00 ",Year: 1980,"Miles: 50,000",Make: BMW,
2004 Triumph Daytona 955i,"$5,500.00 ",Year: 2004,"Miles: 14,000",Make: Triumph,
1978 Kawasaki KZ1000,"$3,050.00 ",Year: 1978,"Miles: 48,000",Make: Kawasaki,
1983 Honda Gold Wing Trike 3 Wheeler,"$5,900.00 ",Year: 1983,"Miles: 66,191",Make: Honda,
1970 Triumph,"$5,950.00 ",Year: 1970,"Miles: 2,906",Make: Triumph,
2018 Honda CB,"$2,075.00 ",Year: 2018,Miles: 0,Make: Honda,
2019 Can-Am Ryker 900 Rally Edition,"$12,499.00 ",Year: 2019,"Miles: 2,478",Make: Can-Am,
1971 Benelli Hurricane,$676.66 ,Year: 1971,Miles: 804,Make: Benelli,
1974 Norton,"$7,250.00 ",Year: 1974,"Miles: 11,242",Make: Norton,
2008 Harley-Davidson ROAD KING CLASSIC,"$11,999.00 ",Year: 2008,"Miles: 41,000",Make: Harley-Davidson,
2010 Harley-Davidson Road Glide Custom,"$9,178.00 ",Year: 2010,"Miles: 28,432",Make: Harley-Davidson,
1972 Kawasaki H1 500,"$2,700.00 ",Year: 1972,"Miles: 17,325",Make: Kawasaki,
1978 Honda CR,"$7,100.00 ",Year: 1978,Miles: 7,Make: Honda,
2017 Harley-Davidson Touring,"$20,000.00 ",Year: 2017,"Miles: 3,500",Make: Harley-Davidson,from United Kingdom
2018 Harley-Davidson Touring,"$7,800.00 ",Year: 2018,"Miles: 62,902",Make: Harley-Davidson,
1977 Kawasaki KE 250 B,"$1,700.00 ",Year: 1977,"Miles: 6,964",Make: Kawasaki,
2001 BMW K1200 LLT,"$1,975.00 ",Year: 2001,"Miles: 16,259",Make: BMW,
2016 Harley-Davidson Sportster,"$7,150.00 ",Year: 2016,"Miles: 1,627",Make: Harley-Davidson,
1968 BSA,"$5,999.99 ",Year: 1968,"Miles: 9,999",Make: BSA,
2002 Bourget Fat Daddy,"$8,900.00 ",Year: 2002,"Miles: 17,778",Make: Bourget,
2007 Yamaha V Star,"$2,825.00 ",Year: 2007,"Miles: 20,058",Make: Yamaha,
1972 Honda CL,"$4,500.00 ",Year: 1972,"Miles: 7,031",Make: Honda,
1988 Honda Gold Wing,"$8,850.00 ",Year: 1988,"Miles: 78,217",Make: Honda,
2007 Harley-Davidson Touring,"$7,140.00 ",Year: 2007,"Miles: 18,900",Make: Harley-Davidson,
1979 Triumph Bonneville Special,"$3,050.00 ",Year: 1979,"Miles: 14,055",Make: Triumph,
2016 Suzuki GSX-R,"$9,500.00 ",Year: 2016,"Miles: 18,402",Make: Suzuki,
2003 Suzuki GSX-R,"$8,000.00 ",Year: 2003,"Miles: 12,892",Make: Suzuki,
2013 Suzuki GSX-R,"$9,000.00 ",Year: 2013,"Miles: 18,208",Make: Suzuki,
2018 HARLEY-DAVIDSON ROAD GLIDE SPECIAL,"$25,998.00 ",Year: 2018,"Miles: 12,613",Make: Harley-Davidson,
1976 Honda CR,"$27,089.11 ",Year: 1976,"Miles: 1,234",Make: Honda,
2016 Kawasaki KLE650 VERSYS 650 W/ABS,"$6,999.00 ",Year: 2016,"Miles: 16,872",Make: Kawasaki,
2006 Harley-Davidson Sportster,"$4,900.00 ",Year: 2006,"Miles: 22,636",Make: Harley-Davidson,
1977 Harley-Davidson Sportster,"$6,000.00 ",Year: 1977,"Miles: 35,000",Make: Harley-Davidson,
1974 Honda CB,"$1,947.00 ",Year: 1974,"Miles: 56,512",Make: Honda,
2022 X-PRO Titan 250 DLX Dirt Bike,"$1,669.00 ",Year: 2022,Miles: 0,,
2008 Honda VTX®1300C,"$4,299.00 ",Year: 2008,"Miles: 47,621",Make: Honda,
2019 Other Makes kx 85,"$2,025.00 ",Year: 2019,Miles: 25,Make: Other Makes,
2018 BMW S1000R,"$10,000.00 ",Year: 2018,"Miles: 1,576",Make: BMW,
1972 Kawasaki H2 750,"$10,001.00 ",Year: 1972,"Miles: 12,345",Make: Kawasaki,
2005 Harley-Davidson Road King,"$5,900.00 ",Year: 2005,"Miles: 39,004",Make: Harley-Davidson,
2003 Honda XR100R 1-OWNER VERY NICE!!!,"$2,475.00 ",Year: 2003,Miles: 0,Make: Honda,
1974 Suzuki TC125 Prospector,$750.00 ,Year: 1974,"Miles: 1,234",Make: Suzuki,
1972 Kawasaki S2 350 2 stroke triple,"$8,200.00 ",Year: 1972,"Miles: 8,126",Make: Kawasaki,
1974 BMW R-Series,"$3,000.00 ",Year: 1974,"Miles: 5,486",Make: BMW,
1971 Honda CT,"$1,600.00 ",Year: 1971,"Miles: 3,262",Make: Honda,
1983 Harley-Davidson Iron Head,"$2,551.00 ",Year: 1983,"Miles: 19,420",Make: Harley-Davidson,
2004 Other Makes,"$3,250.00 ",Year: 2004,"Miles: 10,123",Make: Other Makes,
1984 Other Makes,"$15,500.00 ",Year: 1984,Miles: 0,Make: Other Makes,
2008 Harley-Davidson Touring Street Glide™,"$10,900.00 ",Year: 2008,"Miles: 22,361",Make: Harley-Davidson,
2011 Harley-Davidson Touring,"$22,500.00 ",Year: 2011,"Miles: 5,600",Make: Harley-Davidson,
2020 Other Makes Tao tao dbx 1,$480.00 ,Year: 2020,Miles: 100,Make: Other Makes,
2004 American Ironhorse Softail,"$6,800.00 ",Year: 2004,"Miles: 11,380",Make: American Ironhorse,
2017 Yamaha TT-R 110E,"$2,261.00 ",Year: 2017,Miles: 0,Make: Yamaha,
1980 Other Makes Commuter,$500.00 ,Year: 1980,Miles: 591,Make: Other Makes,
2017 Harley-Davidson Touring,"$19,311.00 ",Year: 2017,"Miles: 3,483",Make: Harley-Davidson,
1978 Harley-Davidson Other,"$6,495.00 ",Year: 1978,"Miles: 8,742",Make: Harley-Davidson,
