item_name,item_price,item_year,item_miles,item_make,item_location
1997 Honda XR,"$2,700.00 ",Year: 1997,"Miles: 9,350",Make: Honda,
2000 Harley-Davidson Softail nightrain,"$8,000.00 ",Year: 2000,"Miles: 7,173",Make: Harley-Davidson,
2004 Honda VTX1300,"$2,995.00 ",Year: 2004,Miles: 0,Make: Honda,
1975 Honda CR,"$10,000.00 ",Year: 1975,Miles: 333,Make: Honda,
1987 Kawasaki KX,"$1,200.00 ",Year: 1987,Miles: 100,Make: Kawasaki,
2021 X-PRO Titan 250cc Dirt Bike,"$1,599.00 ",Year: 2021,Miles: 0,,
2001 Yamaha YZF R1,"$3,500.00 ",Year: 2001,"Miles: 23,500",Make: Yamaha,
1979 Other Makes Puch Magnum X50,"$1,999.00 ",Year: 1979,Miles: 554,Make: Other Makes,
1972 Honda CB,"$1,825.00 ",Year: 1972,"Miles: 23,920",Make: Honda,
1971 Triumph Bonneville,"$3,000.00 ",Year: 1971,"Miles: 3,400",Make: Triumph,
1980 Honda CB 750,$550.00 ,Year: 1980,"Miles: 100,000",Make: Honda,
1967 Honda CL 77 305 SCRAMBLER,"$3,160.00 ",Year: 1967,"Miles: 7,950",Make: Honda,
2019 Polaris S Model,"$22,100.00 ",Year: 2019,Miles: 800,Make: Polaris,
2014 Other Makes 1190rx 5300 - speed 200+-,"$9,000.00 ",Year: 2014,"Miles: 5,217",Make: Other Makes,
2004 Harley-Davidson Sportster 883,"$2,500.00 ",Year: 2004,Miles: 650,Make: Harley-Davidson,
2019 Polaris Slingshot SL,"$18,000.00 ",Year: 2019,"Miles: 1,508",Make: Polaris,
2017 Harley-Davidson FXDL DYNA LOW RIDER W/ABS,"$12,999.00 ",Year: 2017,"Miles: 10,230",Make: Harley-Davidson,
1969 Triumph Tiger,"$10,200.00 ",Year: 1969,"Miles: 12,345",Make: Triumph,
2022 Yamaha YZ250F,"$8,499.00 ",Year: 2022,Miles: 1,Make: Yamaha,
2021 Yamaha MT-03,"$4,599.00 ",Year: 2021,Miles: 1,Make: Yamaha,
1964 Royal Enfield Interceptor MKI,"$7,027.00 ",Year: 1964,"Miles: 7,393",Make: Royal Enfield,
2018 Polaris,"$21,050.00 ",Year: 2018,"Miles: 4,508",Make: Polaris,
2020 Polaris RZR Pro XP 4 Ultimate,"$9,100.00 ",Year: 2020,"Miles: 1,113",Make: Polaris,
1987 Honda Gold Wing,"$6,000.00 ",Year: 1987,"Miles: 121,000",Make: Honda,
2006 Kawasaki KLR 650,"$1,375.00 ",Year: 2006,"Miles: 53,045",Make: Kawasaki,
2005 Harley-Davidson Fxstsi springer,"$6,100.00 ",Year: 2005,"Miles: 28,000",Make: Harley-Davidson,
1964 Harley-Davidson Other,"$16,000.00 ",Year: 1964,Miles: 1,Make: Harley-Davidson,
1984 Yamaha FJ1100,"$3,999.00 ",Year: 1984,"Miles: 20,740",Make: Yamaha,
2003 Harley-Davidson Custom,"$4,300.00 ",Year: 2003,"Miles: 13,200",Make: Harley-Davidson,
2013 Yamaha V STAR 1300 TOURER,"$6,998.00 ",Year: 2013,"Miles: 8,611",Make: Yamaha,
1998 Harley-Davidson FLSTS Springer Softail,"$9,600.00 ",Year: 1998,"Miles: 37,000",Make: Harley-Davidson,
2017 Harley-Davidson Touring,"$28,000.00 ",Year: 2017,"Miles: 1,546",Make: Harley-Davidson,
1979 Triumph Bonneville,"$4,275.00 ",Year: 1979,"Miles: 12,000",Make: Triumph,
1982 Honda MB5,"$3,500.00 ",Year: 1982,"Miles: 1,642",Make: Honda,
2015 Harley-Davidson Ultra Limited,"$16,000.00 ",Year: 2015,"Miles: 3,934",Make: Harley-Davidson,
1971 Norton Commando,"$17,000.00 ",Year: 1971,Miles: 300,Make: Norton,
1995 Harley-Davidson Sportster,"$1,000.00 ",Year: 1995,"Miles: 26,000",Make: Harley-Davidson,
2005 Harley-Davidson Softail,"$6,800.00 ",Year: 2005,"Miles: 49,999",Make: Harley-Davidson,
2021 Harley-Davidson Roadglide CVO,"$39,500.00 ",Year: 2021,Miles: 552,Make: Harley-Davidson,
1967 Triumph T120R,"$8,500.00 ",Year: 1967,Miles: 100,Make: Triumph,
1993 Husqvarna 610WXC,"$10,500.00 ",Year: 1993,,Make: Husqvarna,
1971 BSA THUNDERBOLT,"$3,895.00 ",Year: 1971,"Miles: 12,084",Make: BSA,
1982 Honda Honda CM250c,"$2,500.00 ",Year: 1982,"Miles: 3,290",Make: Honda,
1972 Kawasaki H2-750,"$20,000.00 ",Year: 1972,"Miles: 10,953",Make: Kawasaki,
2021 X-PRO X6 125cc Dirt Bike,"$1,239.00 ",Year: 2021,Miles: 0,,
1986 Harley-Davidson Sportster,"$3,850.00 ",Year: 1986,"Miles: 15,800",Make: Harley-Davidson,
2022 BMW C400 GT TRIPLE BLACK W/ABS,"$9,499.00 ",Year: 2022,Miles: 138,Make: BMW,
2016 Harley-Davidson Touring,"$15,100.00 ",Year: 2016,"Miles: 7,200",Make: Harley-Davidson,
1978 Honda CB,"$1,975.00 ",Year: 1978,"Miles: 7,441",Make: Honda,
1976 Yamaha DT400,"$3,301.00 ",Year: 1976,"Miles: 4,031",Make: Yamaha,
2015 Harley-Davidson Street,"$3,421.00 ",Year: 2015,"Miles: 6,500",Make: Harley-Davidson,
2016 Polaris Slingshot,"$15,705.00 ",Year: 2016,"Miles: 7,000",Make: Polaris,
2020 Lifan Venom Vitacci 250cc,"$2,200.00 ",Year: 2020,Miles: 220,Make: Lifan,
2019 Honda Other,"$3,351.00 ",Year: 2019,Miles: 1,Make: Honda,
2002 BMW R-Series,"$2,045.20 ",Year: 2002,"Miles: 42,382",Make: BMW,
2004 Harley-Davidson Touring,"$6,300.00 ",Year: 2004,"Miles: 25,860",Make: Harley-Davidson,
1999 Harley-Davidson Softail Standard,"$6,995.00 ",Year: 1999,"Miles: 14,895",Make: Harley-Davidson,
2001 Thunderbird Sport 900,"$2,250.00 ",Year: 2001,"Miles: 68,660",Make: Triumph,
Ciro drink holder,$38.95 ,,,,from Canada
1972 Honda CT 70 H,"$3,649.00 ",Year: 1972,"Miles: 5,533",Make: Honda,
1980 Kawasaki KZ750T LTD Twin,"$2,000.00 ",Year: 1980,"Miles: 19,941",Make: Kawasaki,
1981 Suzuki GS,$510.00 ,Year: 1981,"Miles: 11,153",Make: Suzuki,
1981 Suzuki GS,"$1,375.00 ",Year: 1981,"Miles: 15,852",Make: Suzuki,
1970 Triumph Bonneville,"$4,350.00 ",Year: 1970,Miles: 300,Make: Triumph,
2002 Harley-Davidson Touring,"$5,299.00 ",Year: 2002,"Miles: 30,500",Make: Harley-Davidson,
2012 Harley-Davidson Softail,"$12,000.00 ",Year: 2012,"Miles: 4,890",Make: Harley-Davidson,
2010 Honda VFR 1200F,"$7,200.00 ",Year: 2010,"Miles: 29,800",Make: Honda,
1980 Harley-Davidson Touring,"$12,500.00 ",Year: 1980,"Miles: 12,617",Make: Harley-Davidson,
1958 Triumph Trophy,"$6,900.00 ",Year: 1958,"Miles: 4,772",Make: Triumph,
1968 Honda SS125A Super Sport,$400.00 ,Year: 1968,"Miles: 5,373",Make: Honda,
1979 Ural,"$1,025.00 ",Year: 1979,Miles: 37,Make: Ural,
1968 BSA,"$3,000.00 ",Year: 1968,"Miles: 4,605",Make: BSA,
2001 Suzuki Bandit,$950.00 ,Year: 2001,"Miles: 48,562",Make: Suzuki,
1964 Triumph Bonneville,"$3,250.00 ",Year: 1964,"Miles: 4,888",Make: Triumph,
2003 Harley-Davidson V-ROD,"$12,500.00 ",Year: 2003,"Miles: 2,297",Make: Harley-Davidson,
1966 Yamaha Catalina 250,"$2,300.00 ",Year: 1966,"Miles: 3,500",Make: Yamaha,
2008 Triumph Bonneville,"$5,500.00 ",Year: 2008,"Miles: 2,200",Make: Triumph,
1975 Husqvarna,$510.00 ,Year: 1975,"Miles: 1,000,000",Make: Husqvarna,
1977 Kawasaki LTD KZ1000,"$3,000.00 ",Year: 1977,"Miles: 1,234",Make: Kawasaki,
1978 Yamaha XS750,"$3,050.00 ",Year: 1978,"Miles: 9,337",Make: Yamaha,
2006 Honda Shadow 750,"$4,500.00 ",Year: 2006,"Miles: 10,000",Make: Honda,
2014 Yamaha Majesty,"$4,800.00 ",Year: 2014,"Miles: 2,400",Make: Yamaha,
1976 Yamaha RD400,"$3,950.00 ",Year: 1976,"Miles: 9,371",Make: Yamaha,
1982 Harley-Davidson Other,"$9,000.00 ",Year: 1982,"Miles: 9,500",Make: Harley-Davidson,
2022 X-PRO Oahu 50cc Moped Scooter,$999.00 ,Year: 2022,Miles: 0,,
2006 Harley-Davidson Touring,"$7,500.00 ",Year: 2006,"Miles: 17,000",Make: Harley-Davidson,
1974 Honda Other,"$6,000.00 ",Year: 1974,Miles: 25,Make: Honda,
1984 Harley-Davidson Sportster,"$18,500.00 ",Year: 1984,"Miles: 6,736",Make: Harley-Davidson,
1977 Harley-Davidson FX,"$4,699.99 ",Year: 1977,"Miles: 999,999",Make: Harley-Davidson,
1980 BMW R 65,"$6,500.00 ",Year: 1980,"Miles: 24,000",Make: BMW,
2021 Polaris Slingshot SL,"$27,995.00 ",Year: 2021,"Miles: 2,900",Make: Polaris,
2007 Harley-Davidson Touring,"$9,000.00 ",Year: 2007,"Miles: 44,267",Make: Harley-Davidson,
2020 HARLEY DAVIDSON FORTY-EIGHT,"$11,399.00 ",Year: 2020,Miles: 15,Make: Harley-Davidson,
2005 Harley-Davidson THUNDER MOUNTAIN BLACKHAWK 240 SOFTAIL CHOPPER,"$12,995.00 ",Year: 2005,"Miles: 10,360",Make: Harley-Davidson,
1968 BSA,"$8,000.00 ",Year: 1968,Miles: 26,Make: BSA,
1958 Harley-Davidson Sportster,"$15,000.00 ",Year: 1958,Miles: 10,Make: Harley-Davidson,
1979 Yamaha Other,"$9,300.00 ",Year: 1979,"Miles: 5,600",Make: Yamaha,
1986 Honda XR,"$4,302.00 ",Year: 1986,"Miles: 12,345",Make: Honda,
1982 Kawasaki Spectre,"$2,200.00 ",Year: 1982,"Miles: 19,674",Make: Kawasaki,
1995 Honda Monkey 50,"$2,850.00 ",Year: 1995,"Miles: 1,230",Make: Honda,
2012 Harley-Davidson Dyna,"$5,400.00 ",Year: 2012,"Miles: 5,500",Make: Harley-Davidson,
2011 Custom Built Motorcycles Big bear,"$8,400.00 ",Year: 2011,Miles: 0,Make: Custom Built Motorcycles,
1958 Harley-Davidson Touring,"$8,100.00 ",Year: 1958,"Miles: 27,000",Make: Harley-Davidson,
1995 Harley-Davidson Dyna,"$5,500.00 ",Year: 1995,"Miles: 40,000",Make: Harley-Davidson,
1984 Kawasaki Ninja,"$8,100.00 ",Year: 1984,"Miles: 16,360",Make: Kawasaki,
1961 Harley-Davidson Other,"$3,300.00 ",Year: 1961,"Miles: 11,478",Make: Harley-Davidson,
2007 Suzuki C50,"$3,100.00 ",Year: 2007,"Miles: 16,593",Make: Suzuki,
2015 Polaris SL,"$15,100.00 ",Year: 2015,"Miles: 1,900",Make: Polaris,
2015 BMW R-Series,"$6,500.00 ",Year: 2015,"Miles: 79,000",Make: BMW,
2012 Honda CRF,"$3,499.00 ",Year: 2012,Miles: 1,Make: Honda,
1950 Harley-Davidson Other,"$36,950.00 ",Year: 1950,Miles: 587,Make: Harley-Davidson,
2008 Ducati Hypermotard,"$4,800.00 ",Year: 2008,"Miles: 18,395",Make: Ducati,
1976 Other Makes 247 Montesa Cota - Ulf Karlsson,"$2,000.00 ",Year: 1976,"Miles: 5,000",Make: Other Makes,
1968 Honda CB,"$1,482.00 ",Year: 1968,"Miles: 3,300",Make: Honda,
2014 Harley-Davidson Touring,"$17,000.00 ",Year: 2014,"Miles: 4,520",Make: Harley-Davidson,
2018 BMW K1600 GRAND AMERICAN,"$21,949.00 ",Year: 2018,"Miles: 4,144",Make: BMW,
2016 Honda CBR,"$10,800.00 ",Year: 2016,"Miles: 8,136",Make: Honda,
2006 Yamaha YZF R6,"$2,226.00 ",Year: 2006,"Miles: 18,060",Make: Yamaha,
1974 Honda CB,"$3,100.00 ",Year: 1974,Miles: 155,Make: Honda,
2003 Kawasaki dirtbike,$700.00 ,Year: 2003,Miles: 100,Make: Kawasaki,
1992 Honda CT,"$2,850.00 ",Year: 1992,Miles: 555,Make: Honda,
1946 Harley-Davidson Knuckle,"$27,500.00 ",Year: 1946,"Miles: 9,999",Make: Harley-Davidson,
1984 Yamaha RZ 350,"$13,500.00 ",Year: 1984,"Miles: 21,759",Make: Yamaha,
2004 Suzuki GSX-R,"$4,990.00 ",Year: 2004,"Miles: 13,306",Make: Suzuki,
1974 Honda CT70,"$2,950.00 ",Year: 1974,Miles: 300,Make: Honda,
2018 Kawasaki KLX250L,"$5,299.00 ",Year: 2018,"Miles: 2,680",Make: Kawasaki,
2013 Harley-Davidson Touring,"$8,500.00 ",Year: 2013,"Miles: 38,543",Make: Harley-Davidson,
2015 Victory,"$8,300.00 ",Year: 2015,"Miles: 22,508",Make: Victory,
2005 Big Dog Ridge Back,"$5,988.00 ",Year: 2005,"Miles: 8,812",Make: Big Dog,
1976 BMW R-Series,"$16,600.00 ",Year: 1976,"Miles: 70,750",Make: BMW,
1975 Honda CT,"$1,600.00 ",Year: 1975,"Miles: 123,456",Make: Honda,
2021 Yamaha YZF-R,"$4,900.00 ",Year: 2021,"Miles: 2,800",Make: Yamaha,
2016 Yamaha YZF R3,"$5,500.00 ",Year: 2016,"Miles: 2,057",Make: Yamaha,
2009 Ducati Monster 696 696,"$5,988.00 ",Year: 2009,"Miles: 4,098",Make: Ducati,
2009 Suzuki Vstrom 650,"$2,000.00 ",Year: 2009,"Miles: 6,719",Make: Suzuki,
2021 X-PRO Titan 250cc Dirt Bike,"$1,609.00 ",Year: 2021,Miles: 0,,
1970 Ducati,"$3,250.00 ",Year: 1970,"Miles: 99,999",Make: Ducati,
2014 Harley-Davidson Touring,"$14,995.00 ",Year: 2014,"Miles: 38,000",Make: Harley-Davidson,
2006 Harley-Davidson Touring,"$5,900.00 ",Year: 2006,"Miles: 55,000",Make: Harley-Davidson,
2021 X-PRO Titan 250 DLX Dirt Bike,"$1,659.00 ",Year: 2021,Miles: 0,,
1972 Other Makes,"$11,859.99 ",Year: 1972,"Miles: 2,330",Make: Other Makes,
1967 BMW R-Series,"$6,000.00 ",Year: 1967,Miles: 0,Make: BMW,
2003 Suzuki GSX-R,"$2,050.00 ",Year: 2003,"Miles: 16,500",Make: Suzuki,
1984 Yamaha Other,"$15,000.00 ",Year: 1984,"Miles: 1,841",Make: Yamaha,
1968 BSA,"$4,100.00 ",Year: 1968,"Miles: 10,200",Make: BSA,
2008 Honda CB,"$3,000.00 ",Year: 2008,"Miles: 15,003",Make: Honda,
1987 Honda Other,"$4,300.00 ",Year: 1987,"Miles: 15,200",Make: Honda,
1989 Honda Gold Wing,"$7,850.00 ",Year: 1989,"Miles: 76,594",Make: Honda,
1967 Kawasaki Samurai,"$4,405.00 ",Year: 1967,"Miles: 2,712",Make: Kawasaki,
1969 BSA,"$1,689.00 ",Year: 1969,"Miles: 12,345,678",Make: BSA,
2013 Triumph Bonneville,"$5,000.00 ",Year: 2013,Miles: 598,Make: Triumph,
2007 Other Makes WESTWARD GO4 INTERCEPTOR,"$4,101.00 ",Year: 2007,"Miles: 14,000",Make: Other Makes,
2018 Honda CRF,"$4,250.00 ",Year: 2018,Miles: 330,Make: Honda,
1990 Honda XR80R,$350.00 ,Year: 1990,Miles: 500,Make: Honda,
1996 Triumph Daytona,$511.50 ,Year: 1996,"Miles: 19,463",Make: Triumph,
1978 Honda Gold Wing,"$2,500.00 ",Year: 1978,"Miles: 28,186",Make: Honda,
2017 KAWASAKI VERSYS X 300,"$4,698.00 ",Year: 2017,"Miles: 4,352",Make: Kawasaki,
2016 Harley-Davidson Softail Heritage Softail® Classic,"$9,500.00 ",Year: 2016,Miles: 300,Make: Harley-Davidson,
2005 Honda Gold Wing,"$7,900.00 ",Year: 2005,"Miles: 43,980",Make: Honda,
1974 Honda CB,"$3,416.66 ",Year: 1974,Miles: 135,Make: Honda,
2017 Harley-Davidson Touring,"$9,095.00 ",Year: 2017,Miles: 1,Make: Harley-Davidson,
2018 Harley-Davidson Touring,"$17,266.00 ",Year: 2018,"Miles: 24,293",Make: Harley-Davidson,
1971 Honda CB,"$6,000.00 ",Year: 1971,"Miles: 17,640",Make: Honda,
2019 Harley-Davidson Softail,"$19,990.00 ",Year: 2019,"Miles: 6,150",Make: Harley-Davidson,
1971 BMW R-Series,"$1,500.00 ",Year: 1971,"Miles: 37,354",Make: BMW,
2017 BMW F800GS,"$8,950.00 ",Year: 2017,"Miles: 11,515",Make: BMW,
1979 Harley-Davidson Touring,"$4,550.00 ",Year: 1979,"Miles: 29,999",Make: Harley-Davidson,
1975 Harley-Davidson Sportster,"$1,250.00 ",Year: 1975,"Miles: 66,666",Make: Harley-Davidson,
2001 Harley-Davidson SCREAMIN EAGLE ROAD GLIDE,"$7,700.00 ",Year: 2001,"Miles: 43,050",Make: Harley-Davidson,
2013 Triumph Bonneville,"$5,000.00 ",Year: 2013,Miles: 598,Make: Triumph,
2009 Harley-Davidson Touring,"$10,000.00 ",Year: 2009,"Miles: 13,700",Make: Harley-Davidson,
2004 Suzuki GSX-R,"$7,100.00 ",Year: 2004,"Miles: 12,200",Make: Suzuki,
2007 Ducati Monster S4R,"$5,000.00 ",Year: 2007,"Miles: 19,016",Make: Ducati,
1983 Kawasaki Other,"$2,350.00 ",Year: 1983,"Miles: 28,790",Make: Kawasaki,
2005 Custom Built Motorcycles Chopper,$10.00 ,Year: 2005,"Miles: 5,920",Make: Custom Built Motorcycles,
1990 Honda XR80R,$350.00 ,Year: 1990,Miles: 500,Make: Honda,
1983 Honda CR250R,"$5,500.00 ",Year: 1983,Miles: 100,Make: Honda,
1991 Harley-Davidson FXR,"$5,995.00 ",Year: 1991,"Miles: 28,000",Make: Harley-Davidson,
2008 Big Dog K9,"$10,000.00 ",Year: 2008,"Miles: 1,400",Make: Big Dog,
1976 Suzuki GT380,"$7,170.00 ",Year: 1976,"Miles: 14,018",Make: Suzuki,
1970 Triumph Bonneville,"$4,600.00 ",Year: 1970,"Miles: 10,370",Make: Triumph,
1986 Honda CR R,"$6,000.00 ",Year: 1986,Miles: 100,Make: Honda,
2007 Harley-Davidson Street,"$4,300.00 ",Year: 2007,"Miles: 23,723",Make: Harley-Davidson,
1988 Kawasaki,"$1,075.00 ",Year: 1988,"Miles: 32,000",Make: Kawasaki,
2020 Harley-Davidson Sportster,"$7,900.00 ",Year: 2020,"Miles: 4,072",Make: Harley-Davidson,
1984 Honda Interceptor,"$3,650.00 ",Year: 1984,"Miles: 10,340",Make: Honda,
2000 Indian,"$24,900.00 ",Year: 2000,"Miles: 6,046",Make: Indian,
2021 Harley-Davidson Ultra Limited,"$31,000.00 ",Year: 2021,Miles: 14,Make: Harley-Davidson,
2013 Honda Gold Wing,"$15,000.00 ",Year: 2013,"Miles: 2,586",Make: Honda,
1964 BMW R-Series,"$12,300.00 ",Year: 1964,"Miles: 14,897",Make: BMW,
2007 Suzuki GSX-R,"$4,550.00 ",Year: 2007,"Miles: 2,650",Make: Suzuki,
2008 Harley-Davidson FLHTC ELECTRA GLIDE CLASSIC,"$7,999.00 ",Year: 2008,"Miles: 62,507",Make: Harley-Davidson,
2012 Harley-Davidson Touring FLHTK ELECTRA GLIDE ULTRA LIMITED,"$12,995.00 ",Year: 2012,"Miles: 30,756",Make: Harley-Davidson,
2007 Harley-Davidson Softail,"$9,050.00 ",Year: 2007,"Miles: 17,765",Make: Harley-Davidson,
1994 Harley-Davidson Touring,"$3,050.00 ",Year: 1994,"Miles: 98,000",Make: Harley-Davidson,
2015 Polaris,"$13,900.00 ",Year: 2015,"Miles: 9,340",Make: Polaris,
1996 Harley-Davidson Softail,"$14,000.00 ",Year: 1996,Miles: 900,Make: Harley-Davidson,
2008 Suzuki Boulevard C90T,"$5,400.00 ",Year: 2008,"Miles: 14,844",Make: Suzuki,
1972 Other Makes,"$4,200.00 ",Year: 1972,,Make: Other Makes,
2016 Harley-Davidson Touring,"$22,750.00 ",Year: 2016,"Miles: 11,369",Make: Harley-Davidson,
2015 Harley-Davidson Street,"$17,100.00 ",Year: 2015,"Miles: 12,838",Make: Harley-Davidson,
1999 Suzuki Other,"$2,000.00 ",Year: 1999,"Miles: 14,987",Make: Suzuki,
2019 Honda CMX500 REBEL 500,"$5,999.00 ",Year: 2019,"Miles: 6,727",Make: Honda,
1971 Yamaha JT1 Mini Enduro,"$2,000.00 ",Year: 1971,"Miles: 9,999,999",Make: Yamaha,
1985 Harley-Davidson Touring,"$19,800.00 ",Year: 1985,Miles: 500,Make: Harley-Davidson,
2014 Moto Guzzi,"$8,450.00 ",Year: 2014,"Miles: 8,207",Make: Moto Guzzi,
1986 Kawasaki KXT250 Tecate 3,"$11,200.00 ",Year: 1986,"Miles: 1,000",Make: Kawasaki,
1999 Triumph Daytona,"$6,500.00 ",Year: 1999,"Miles: 7,770",Make: Triumph,
1940 Indian,"$3,551.00 ",Year: 1940,"Miles: 9,999,999",Make: Indian,
1971 Honda CB,"$5,975.00 ",Year: 1971,"Miles: 11,833",Make: Honda,
1972 Kawasaki H1B,"$10,051.00 ",Year: 1972,"Miles: 11,341",Make: Kawasaki,
2017 Polaris,"$17,100.00 ",Year: 2017,"Miles: 3,380",Make: Polaris,
2017 Yamaha YZ450F,"$3,550.00 ",Year: 2017,Miles: 150,Make: Yamaha,
2006 Honda Shadow 750,"$1,999.00 ",Year: 2006,"Miles: 32,640",Make: Honda,
2009 Kawasaki Ninja,"$1,830.00 ",Year: 2009,"Miles: 5,099",Make: Kawasaki,
1986 Harley-Davidson FXR,"$4,350.00 ",Year: 1986,Miles: 817,Make: Harley-Davidson,
1974 Honda CB,"$3,400.00 ",Year: 1974,Miles: 155,Make: Honda,
1996 Kawasaki Ninja,"$1,775.00 ",Year: 1996,"Miles: 70,292",Make: Kawasaki,
2021 X-PRO Lifan KP MINI 150cc,"$2,359.00 ",Year: 2021,Miles: 0,,
2017 Harley-Davidson Touring,"$14,830.00 ",Year: 2017,"Miles: 73,632",Make: Harley-Davidson,
1979 Honda Gold Wing,$265.00 ,Year: 1979,"Miles: 60,956",Make: Honda,
2017 Suzuki GSX-R,"$10,694.00 ",Year: 2017,"Miles: 14,500",Make: Suzuki,
2019 Harley-Davidson Touring,"$25,000.00 ",Year: 2019,"Miles: 3,400",Make: Harley-Davidson,
2013 Honda Gold Wing,"$12,900.00 ",Year: 2013,"Miles: 32,000",Make: Honda,
2013 MV Agusta F4,"$12,900.00 ",Year: 2013,Miles: 250,Make: MV Agusta,
1959 Harley-Davidson Panhead Bobber,"$8,600.00 ",Year: 1959,"Miles: 12,345",Make: Harley-Davidson,
2013 Harley-Davidson Softail® Blackline™,"$5,100.00 ",Year: 2013,"Miles: 4,402",Make: Harley-Davidson,
1980 Yamaha Exciter 250,$800.00 ,Year: 1980,"Miles: 7,405",Make: Yamaha,
2017 KTM SX,"$5,300.00 ",Year: 2017,Miles: 143,Make: KTM,
2013 Ducati Other,"$10,995.00 ",Year: 2013,Miles: 6,Make: Ducati,
2008 Harley-Davidson FLHT ELECTRA GLIDE,"$8,999.00 ",Year: 2008,"Miles: 39,979",Make: Harley-Davidson,
2014 Victory Judge,"$7,999.00 ",Year: 2014,"Miles: 7,565",Make: Victory,
2014 Harley-Davidson Touring FLHTCU ELECTRA GLIDE ULTRA CLASSIC TRIKE,"$19,999.00 ",Year: 2014,"Miles: 29,370",Make: Harley-Davidson,
2021 Polaris Slingshot S,"$28,500.00 ",Year: 2021,Miles: 10,Make: Polaris,
1973 Suzuki GT 380,"$1,595.00 ",Year: 1973,"Miles: 6,721",Make: Suzuki,
1986 Harley-Davidson FXR,"$6,400.00 ",Year: 1986,"Miles: 11,720",Make: Harley-Davidson,
2012 Harley-Davidson Touring,"$18,300.00 ",Year: 2012,"Miles: 13,044",Make: Harley-Davidson,
2018 KTM Adventure,"$10,900.00 ",Year: 2018,"Miles: 4,347",Make: KTM,
1974 Kawasaki Z1 900,"$12,289.00 ",Year: 1974,"Miles: 22,312",Make: Kawasaki,
2006 Honda VT,$565.00 ,Year: 2006,"Miles: 11,416",Make: Honda,
2015 Polaris,"$13,900.00 ",Year: 2015,"Miles: 9,340",Make: Polaris,
2018 HONDA Shadow,"$6,899.00 ",Year: 2018,"Miles: 8,585",Make: Honda,
2015 Harley-Davidson FLTRXS ROAD GLIDE SPECIAL W/ABS,"$18,999.00 ",Year: 2015,"Miles: 22,555",Make: Harley-Davidson,
2007 Harley-Davidson Softail,"$8,100.00 ",Year: 2007,"Miles: 71,309",Make: Harley-Davidson,
2016 Harley-Davidson Touring,"$9,600.00 ",Year: 2016,"Miles: 69,514",Make: Harley-Davidson,
1982 Honda Other,"$4,900.00 ",Year: 1982,Miles: 945,Make: Honda,
2000 Honda Valkyrie,"$4,078.00 ",Year: 2000,"Miles: 4,829",Make: Honda,
2008 Harley-Davidson Softail,"$7,000.00 ",Year: 2008,"Miles: 32,469",Make: Harley-Davidson,
2008 Honda Gold Wing Roadsmith Trike Kit 3 Wheeler Independent/EZsteer,"$20,900.00 ",Year: 2008,"Miles: 33,407",Make: Honda,
2003 Honda CBR,"$5,800.00 ",Year: 2003,"Miles: 15,662",Make: Honda,
2002 Honda Shadow,"$4,400.00 ",Year: 2002,"Miles: 3,900",Make: Honda,
1969 Triumph Tiger,"$5,799.99 ",Year: 1969,"Miles: 9,999",Make: Triumph,
2003 Harley-Davidson Dyna,"$5,500.00 ",Year: 2003,"Miles: 23,175",Make: Harley-Davidson,
1986 Harley-Davidson FXR,"$6,400.00 ",Year: 1986,"Miles: 11,720",Make: Harley-Davidson,
2012 Harley-Davidson Touring,"$18,300.00 ",Year: 2012,"Miles: 13,044",Make: Harley-Davidson,
2018 KTM Adventure,"$10,900.00 ",Year: 2018,"Miles: 4,347",Make: KTM,
1974 Kawasaki Z1 900,"$12,289.00 ",Year: 1974,"Miles: 22,312",Make: Kawasaki,
2006 Honda VT,$565.00 ,Year: 2006,"Miles: 11,416",Make: Honda,
2015 Polaris,"$13,900.00 ",Year: 2015,"Miles: 9,340",Make: Polaris,
2018 HONDA Shadow,"$6,899.00 ",Year: 2018,"Miles: 8,585",Make: Honda,
2015 Harley-Davidson FLTRXS ROAD GLIDE SPECIAL W/ABS,"$18,999.00 ",Year: 2015,"Miles: 22,555",Make: Harley-Davidson,
2007 Harley-Davidson Softail,"$8,100.00 ",Year: 2007,"Miles: 71,309",Make: Harley-Davidson,
2016 Harley-Davidson Touring,"$9,600.00 ",Year: 2016,"Miles: 69,514",Make: Harley-Davidson,
1982 Honda Other,"$4,900.00 ",Year: 1982,Miles: 945,Make: Honda,
2000 Honda Valkyrie,"$4,078.00 ",Year: 2000,"Miles: 4,829",Make: Honda,
2008 Harley-Davidson Softail,"$7,000.00 ",Year: 2008,"Miles: 32,469",Make: Harley-Davidson,
2008 Honda Gold Wing Roadsmith Trike Kit 3 Wheeler Independent/EZsteer,"$20,900.00 ",Year: 2008,"Miles: 33,407",Make: Honda,
2003 Honda CBR,"$5,800.00 ",Year: 2003,"Miles: 15,662",Make: Honda,
2002 Honda Shadow,"$4,400.00 ",Year: 2002,"Miles: 3,900",Make: Honda,
1969 Triumph Tiger,"$5,799.99 ",Year: 1969,"Miles: 9,999",Make: Triumph,
2003 Harley-Davidson Dyna,"$5,500.00 ",Year: 2003,"Miles: 23,175",Make: Harley-Davidson,
2017 Kawasaki Ninja 300 EX300,"$4,499.00 ",Year: 2017,"Miles: 5,575",Make: Kawasaki,
1995 Kawasaki Vulcan,$700.00 ,Year: 1995,"Miles: 55,813",Make: Kawasaki,
2005 Honda CRF,$550.00 ,Year: 2005,Miles: 1,Make: Honda,
